place_id,place_name,category,city_name,legal_dong_name,region_group,road_address,latitude,longitude,phone,website_url,closed_days,opening_hours,parking,has_admission_fee,admission_fee_detail,has_age_limit,age_limit_detail,nursing_room,stroller_rental,space_type,reservation_url,resident_discount,diaper_changing_table,photo_url,description,review_summary
P198,정석항공관,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 녹산로 554,33.39314707,126.7231666,064-783-9811,,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/73/1318873.jpg,,
P076,본태박물관,전시/기념관,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 산록남로762번길 69,33.30395481,126.3925683,064-792-8108,bontemuseum.alltheway.kr,연중무휴,10:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,https://tong.visitkorea.or.kr/cms/resource_photo/04/1834504_image2_1.jpg,,
P280,카멜리아힐,관광지,서귀포시,안덕면,안덕/대정,제주특별자치도 서귀포시 안덕면 병악로 166,33.29014019,126.3683652,064-800-6296,,연중무휴,"[6-8월] 08:30~19:00, [3-5월,9-11월] 08:30~18:30, [12-2월] 08:30~18:00",무료,TRUE,,FALSE,연령제한 없음,TRUE,TRUE,실외,,,,https://tong.visitkorea.or.kr/cms/resource_photo/91/2861091_image2_1.jpg,,
P018,그리스신화박물관,전시/기념관,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 광산로 942,33.3480724819537,126.357654338361,064-773-5800,www.greekmythology.co.kr,매월 넷째 월요일,09:00~18:00 (입장 마감 17:00),무료,TRUE,"[개인]- 성인 9,000원- 소인 8,000원- 경로 7,000원[단체(30인 이상)]- 성인 8,000원- 소인 6,000원",FALSE,연령제한 없음,FALSE,FALSE,실내,,TRUE,FALSE,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20171130_143%2F15120301699346kiTl_JPEG%2Fimage.JPEG,그리스 신화 전시와 트릭 아트 전시를 관람하고 다양한 체험을 할 수 있는 박물관,"추가 요금 결제 시 트릭 아트 전시관 관람과 가면 만들기, 그리스 의상 체험 등이 가능해요. 2025년에 보수했으나 시설 관리가 잘되지 않는다는 평이 있어요."
P001,9.81파크,관광지,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 천덕로 880-24,33.39003694,126.366509,1833-9810,http://www.981park.com,,,무료,TRUE,티켓별로 상이함,FALSE,연령제한 없음,TRUE,FALSE,실내/실외,https://www.981park.com/ticket,FALSE,TRUE,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/9.81%ED%8C%8C%ED%81%AC_%ED%9A%8C%EC%B0%A8%EB%A1%9C.jpg/960px-9.81%ED%8C%8C%ED%81%AC_%ED%9A%8C%EC%B0%A8%EB%A1%9C.jpg,레이싱 테마파크. 레이싱을 비롯한 여러 가지 실내외 액티비티가 있어요.,
P046,더마파크공연장,영화/연극/공연,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 월림7길 155,33.35553875,126.2415048,064-795-8080,http://www.mapark.co.kr/,연중무휴,"하절기 10:30~17:40, 동절기 10:30~16:40",무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://image.kkday.com/v2/image/get/c_fill%2Cq_55%2Ct_webp%2Cw_960/s1.kkday.com/product_100902/20230524083022_voNvl/jpg,,
P036,농촌체험관,전시/기념관,제주시,애월읍,애월/한림,제주특별자치도 제주시 애월읍 유수암로 12,33.44156431,126.4015502,064-799-2201,http://jejuyusuam.co.kr/pages.php?p=3_1_1_1,,,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://mblogthumb-phinf.pstatic.net/MjAyMjA5MTlfMjAx/MDAxNjYzNTc0NDY4Njcy.E00W_puWK7PnTjqG75XEwypR-a6WCJ8WEe4dOi9Rq9Ug.K95OOeOusz7ageoBuHMpJNUNAEsUzHNNmD_qi7P4kB4g.JPEG.welchon4u/0019.jpg?type=w800,,
P019,금능석물원,관광지,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 한림로 176,33.3854910837,126.2267487402,064-796-3360,https://www.ok114.co.kr/0647962174,연중무휴,08:30~17:30,무료,TRUE,"성인: 6,000원
8~19세: 5,000원
7세 이하: 무료
경로우대자·장애인·유공자·제주도민: 5,000원",FALSE,연령제한 없음,FALSE,FALSE,실외,,TRUE,FALSE,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_73%2F1441025162363it8OQ_JPEG%2F116573523252217_0.jpg,돌하르방을 제작하는 석공 명장이 제주의 생활 모습을 돌로 조성한 공원,관람객이 적은 편이라 한적하게 관람하고 사진 찍기 좋아요.
P345,BEIN,영화/연극/공연,제주시,일도이동,제주시,제주특별자치도 제주시 신산로 82,33.50548585,126.5347396,064-735-0638,https://www.be-in.kr/,공연 일정에 따라 상이,10:00~22:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,https://image.fnnews.com/resource/media/image/2026/07/21/202607211426581220_l.avif,,
P015,국립제주박물관,전시/기념관,제주시,건입동,제주시,제주특별자치도 제주시 일주동로 17 (건입동),33.513375,126.54886,064-720-8000,https://jeju.museum.go.kr/html/kr/index.html,매주 월요일 / 1월 1일 / 설·추석 당일,09:00~18:00 (입장 마감 17:30),무료,FALSE,"무료※ 단, 유료 특별전시 제외",FALSE,연령제한 없음,TRUE,TRUE,실내,,FALSE,TRUE,https://tong.visitkorea.or.kr/cms2/website/35/648135.jpg,과거와 현대를 연결하는 복합 문화 공간. 상설 전시와 특별 전시를 관람할 수 있어요.,제주공항 근처에 있어 접근성이 좋고 관람료가 무료예요. 어린이 박물관이 별도로 마련되어 있어 아이들과 방문하기 좋아요.
P281,캐니언파크,관광지,제주시,연동,제주시,제주특별자치도 제주시 삼무로 51,33.49023229,126.4923749,064-711-1145,,,,무료/유료 주차,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://mblogthumb-phinf.pstatic.net/MjAyMjEwMjJfMTIg/MDAxNjY2Mzk1NDMzODY4.nnctmY2MvAZgu1ElR-LnU2E8nRBHsRJyB4uVKUG-EV4g.0wmtZAI5tMOv0nsdcAQZoQNH_WXb3mEem9Xwx04us4Eg.JPEG.c131444/1.jpg?type=w800,,
P006,갤러리2중선농원,전시/기념관,제주시,월평동,제주시,제주특별자치도 제주시 영평길 269,33.47816475,126.5702468,064-755-2112,http://www.gallery2.co.kr/,"월요일, 일요일",10:00~17:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,FALSE,FALSE,"https://static-assets.artlogic.net/w_1600,h_1600,c_limit,f_auto,fl_lossy,q_auto/ws-artlogicwebsite1231/usr/exhibitions/images/exhibitions/93/installation-view-2.jpg","제주 월평동에 위치한 복합 문화 공간. 갤러리와 라이브러리, 카페 커피템플로 구성되어 있어요.","제주에서 쉽게 접하기 어려운 작가들의 전시를 관람할 수 있고, 돌담과 귤밭이 있는 야외 정원에서 제주를 만끽할 수 있어요."
P170,용두암,관광지,제주시,용담이동,제주시,제주특별자치도 제주시 서해안로 687-1,33.51584086,126.512071,064-728-3917,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500469,연중무휴,00:00~24:00,주차 불가,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/76/2569976.jpg,용이 승천하려다 뜻을 이루지 못했다는 전설이 전해지는 곳. 제주특별자치도 기념물 제57호이며 제주올레 17코스에 포함되어 있어요.,"비행기를 보기 좋고, 날씨가 맑으면 아름다운 바다를 배경으로 사진 찍기 좋아요. 공항에 가기 전 잠시 들르기에도 좋아요."
P288,탑동해변공연장,영화/연극/공연,제주시,삼도이동,제주시,제주특별자치도 제주시 중앙로 2,33.51814757,126.5239547,064-728-3453,https://www.visitjeju.net/kr/detail/view?contentsid=CNTS_000000000020012,연중무휴,00:00~24:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,https://api.cdn.visitjeju.net/photomng/imgpath/202112/09/383fc7d4-1728-4005-8293-f56a3ee2b610.webp,제주시 탑동에 위치한 해변 공연장,아름다운 제주 바다의 풍광과 함께 무대 공연을 관람할 수 있는 곳이에요.
P201,제주4.3평화공원 제주4.3평화기념관,전시/기념관,제주시,봉개동,제주시,제주특별자치도 제주시 명림로 430,33.44982559,126.6177477,064-723-4344,http://jeju43peace.or.kr/,"매월 첫째, 셋째 월요일(휴관일 외 연중무휴)",09:00~17:30 (입장 마감시간 16:30),무료,FALSE,,FALSE,연령제한 없음,TRUE,TRUE,실외,,,,https://jeju43peace.or.kr/images/kor/content/memorial_img.jpg,제주의 자존을 지키고자 불의에 맞섰던 제주도민의 저항과 참혹한 역사를 기리고 추모하는 공간,참혹한 역사의 진실을 이해하는 데 도움이 되는 곳이에요. 산책하거나 전시를 관람하며 머물다 가기에도 좋아요.
P004,갓전시관,전시/기념관,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 1904,33.43721075,126.6706936,064-782-8778,https://www.visitjeju.net/kr/detail/view?contentsid=CONT_000000000500023,"일요일, 월요일",10:00~17:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ce4df878-9495-4dec-8c2c-87e0ed47f495.webp,"갓을 만드는 작업은 물론, 갓의 원형 등 갓에 관한 모든 것을 보여주는 전시실과 학생들이 직접 체험할 수 있는 체험실, 영상실, 공방 등이 있어요.",
P155,에코랜드테마파크,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 번영로 1278-169,33.45534851,126.6688528,,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내/실외,,,,https://tong.visitkorea.or.kr/cms2/website/35/1832335.jpg,,
P215,제주돌문화공원,관광지,제주시,조천읍,구좌/조천,제주특별자치도 제주시 조천읍 남조로 2023,33.45136457,126.656711,064-710-7743,http://www.jeju.go.kr/jejustonepark/index.htm,"월요일, 1월 1일, 명절 당일",09:00~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/12/2009212.jpg,,
P017,국제평화재단,전시/기념관,서귀포시,중문동,서귀포시,제주특별자치도 서귀포시 중문관광로 227-24,33.24438838,126.4220223,064-735-6500,http://www.ipf.or.kr/,,,무료,TRUE,"성인(20~64세): 1,500원
성인 단체(10인 이상): 1,000원
청소년(8~19세)·군인(하사 이하): 1,000원
청소년·군인 단체(10인 이상): 500원",FALSE,연령제한 없음,FALSE,TRUE,실내,,TRUE,TRUE,https://search.pstatic.net/common/?src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20240528_98%2F1716859575927rFKeW_JPEG%2F%25BC%25BE%25C5%25CD_%25C0%25FC%25B0%25E6_%25C1%25A4%25B8%25E9%2528%25C0%25FA%25C8%25AD%25C1%25FA%2529.jpg,"평화에 관한 홍보와 전시·교육, 체험 학습이 이루어지는 공간. 다양한 시청각 자료와 밀랍 인형 전시를 관람할 수 있어요.",작은 도서관 안에 키즈 존이 마련되어 있어 아이들과 방문하기 좋아요.
P103,서귀포자연휴양림,관광지,서귀포시,하원동,서귀포시,제주특별자치도 서귀포시 영실로 226,33.33863244,126.4791729,064-738-4544,seogwipo.go.kr/healing,연중무휴,"09:00~17:00, [숙박시설] 입실 15시, 퇴실 12시",유료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/26/1862326.jpg,,
P226,제주민속촌,전시/기념관,서귀포시,표선면,성산/표선,제주특별자치도 서귀포시 표선면 민속해안로 631-34,33.32128714,126.8430882,064-787-4501,https://jejufolk.com/index.php,연중무휴,08:30~18:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,https://tong.visitkorea.or.kr/cms2/website/66/1319366.jpg,,
P343,휘닉스제주섭지코지유민미술관,전시/기념관,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 섭지코지로 107,33.42604238,126.9264427,064-731-7791,https://phoenixhnr.co.kr/static/jeju/architecture/yuminart,화요일(국경일 및 명절 연휴는 정상운영),09:00~18:00,주차 불가,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://wimg.kyeongin.com/news/cms/2025/05/12/news-p.v1.20250512.b15fff0d420046fe9c4a9fea62b51bc8_P1.webp,,
P334,혼인지,관광지,서귀포시,성산읍,성산/표선,제주특별자치도 서귀포시 성산읍 혼인지로 39-42,33.4151524,126.893864,064-710-6798,,연중무휴,08:00~17:00,무료,FALSE,,FALSE,연령제한 없음,FALSE,FALSE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/91/3544991.jpg,,
P278,초콜릿박물관,전시/기념관,서귀포시,대정읍,안덕/대정,제주특별자치도 서귀포시 대정읍 일주서로3000번길 144,33.25705283,126.2299329,064-792-3121,http://chocomuseum.alltheway.kr/,연중무휴,10:30~17:00,무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실내,,,,https://tong.visitkorea.or.kr/cms2/website/88/1938188.jpg,,
P050,돌거북이 수석박물관,전시/기념관,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 명이2길 66,33.3158707,126.262665,064-772-4567,http://cafe.daum.net/phoenix-turtle,연중무휴,"동절기 09:00~18:00, 하절기 08:00~19:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,https://mblogthumb-phinf.pstatic.net/20151119_277/hankookrent_1447910398390wdwjF_JPEG/IMG_5394.JPG?type=w800,,
P045,더마파크,관광지,제주시,한림읍,애월/한림,제주특별자치도 제주시 한림읍 월림7길 155,33.3549226516,126.2430787305,,,연중무휴,[카트/승마]- 09:00~17:00 - 입장 마감 16:30[공연]- 10:30~17:30※ 자세한 사항은 홈페이지 참조,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://tong.visitkorea.or.kr/cms/resource/60/3556260_image2_1.jpg,,
P071,방림원,관광지,제주시,한경면,애월/한림,제주특별자치도 제주시 한경면 용금로 864,33.33722842,126.2685129,064-773-0090,,연중무휴,"[3~10월] 09:00~18:00, [11~2월] 09:00~17:00",무료,TRUE,,FALSE,연령제한 없음,FALSE,TRUE,실외,,,,https://tong.visitkorea.or.kr/cms2/website/04/2009404.jpg,,
P344,AKOE공방,영화/연극/공연,제주시,이도이동,제주시,제주특별자치도 제주시 신설로11길 53,33.49427141,126.5479238,064-727-5878,,일요일,11:30~19:00,주차 불가,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내,,,,https://mblogthumb-phinf.pstatic.net/MjAyMjA1MjZfMTM0/MDAxNjUzNTM0Mzk2NjQ2.r6hyJzI8mBWSUE6j909T3HgpXM_K-akrHh76ciUdPCMg.fF4eldkrfDNPA0kuMKdGCiChbIbzY3OqrkOaxdyoJ00g.JPEG.akoemarket/SE-8a321129-166b-4a08-bc06-f4dbb20c90d7.jpg?type=w800,,
P008,건입박물관,전시/기념관,제주시,건입동,제주시,제주특별자치도 제주시 산지로 5-14 (건입동),33.5159813698533,126.530845054356,,,"매주 토요일, 일요일",09:00~18:00,무료,FALSE,무료,FALSE,연령제한 없음,FALSE,FALSE,실내,,FALSE,FALSE,https://tong.visitkorea.or.kr/cms/resource/93/4057893_image2_1.jpg,주민들의 삶이 고스란히 담긴 전시를 관람할 수 있어요.,제주시 원도심을 걷다가 가볍게 둘러보며 시간을 보내기 좋은 박물관이에요.
P289,탑승마클럽,관광지,제주시,봉개동,제주시,제주특별자치도 제주시 명림로 278,33.46273011,126.6118198,064-722-9034,,,,무료,TRUE,,FALSE,연령제한 없음,FALSE,FALSE,실내/실외,,,,https://mblogthumb-phinf.pstatic.net/MjAyNDEyMDdfMTk3/MDAxNzMzNTU2NzkwMTA3.3JAnCEWhX3jo6L6lYsJl1q1hOWmnXDOKS47vpL9FEE4g.UkDIU4rtsocRlWJUNxPjrP6igEKFRJf76G-8urLoTXIg.JPEG/VideoCapture%EF%BC%BF20241207%EF%BC%8D163230.jpg?type=w800,,
